ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
888,83,4,1/5/2023,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
889,45,15,10/2/2024,4,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
890,59,5,7/25/2024,1,Product did not meet my expectations.,0,Negative,0.0 to 0.49
891,48,9,2/26/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
892,27,4,8/1/2025,4,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
893,51,3,2/6/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
894,82,4,6/23/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
895,38,4,10/28/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
896,40,20,10/17/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
897,48,5,1/5/2025,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
898,76,15,9/18/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
899,89,9,1/2/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
900,10,5,4/4/2025,3,"The product is okay, but the instructions were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
901,16,19,2/15/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
902,75,13,7/2/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
903,69,5,10/5/2025,4,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
904,68,9,12/24/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
905,82,4,5/5/2024,2,Not  worth the money.,-0.1695,Negative,-0.49 to 0.0
906,92,17,2/27/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
907,67,3,10/21/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
908,37,9,3/28/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
909,59,7,9/8/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
910,92,5,6/14/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
911,93,6,6/27/2024,1,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
912,100,2,10/27/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
913,64,5,9/6/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
914,81,19,3/4/2023,5,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
915,55,5,12/21/2024,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
916,40,5,10/5/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
917,44,20,5/17/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
918,50,4,9/9/2024,3,"The product  is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
919,37,18,2/14/2025,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
920,28,1,4/13/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
921,93,11,6/26/2023,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
922,92,4,7/22/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
923,3,20,2/7/2024,5,"Excellent product, highly  recommend!",0.7773,Positive,0.5 to 1.0
924,62,19,12/20/2024,3,Customer support  was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
925,2,20,2/10/2025,1,"Terrible customer service, would  not buy again.",-0.4767,Negative,-0.49 to 0.0
926,86,12,6/17/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
927,21,4,8/8/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
928,10,9,5/25/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
929,47,5,10/9/2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
930,83,19,8/5/2024,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
931,73,8,9/27/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
932,11,20,8/26/2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
933,83,12,1/11/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
934,44,3,4/26/2023,5,"I love this  product, will buy again!",0.6696,Positive,0.5 to 1.0
935,71,12,8/28/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
936,99,15,9/23/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
937,96,9,6/8/2023,4,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
938,29,12,7/8/2024,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
939,42,6,8/9/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
940,15,12,9/12/2025,4,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
941,13,9,5/21/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
942,69,2,2/19/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
943,70,19,4/15/2023,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
944,72,2,8/11/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
945,46,5,12/5/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
946,96,7,8/28/2023,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
947,86,18,11/2/2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
948,29,10,1/22/2025,5,Shipping was fast  and the item was well-packaged.,0,Positive,0.0 to 0.49
949,55,15,8/25/2025,1,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
950,96,9,2/9/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
951,80,15,7/11/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
952,46,15,1/14/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
953,29,3,11/22/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
954,26,8,3/13/2025,5,Shipping  was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
955,53,12,3/15/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
956,33,2,10/26/2024,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
957,37,15,2/26/2024,4,"I love this product, will buy  again!",0.6696,Positive,0.5 to 1.0
958,45,1,8/17/2023,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
959,85,9,1/1/2025,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
960,81,2,3/23/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
961,74,20,7/10/2024,5,"I love this  product, will buy again!",0.6696,Positive,0.5 to 1.0
962,95,18,10/16/2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
963,36,6,11/17/2023,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
964,60,18,6/11/2024,4,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
965,25,7,12/15/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
966,21,6,9/30/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
967,94,12,4/22/2024,5,The build  quality is impressive.,0.5106,Positive,0.5 to 1.0
968,46,14,8/7/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
969,48,4,4/9/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
970,43,2,5/26/2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
971,5,5,12/17/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
972,18,19,8/1/2024,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
973,4,4,1/23/2024,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
974,13,6,3/1/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
975,84,15,6/12/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
976,80,7,3/30/2023,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
977,44,10,6/28/2023,3,"Good quality, but could  be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
978,46,13,7/18/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
979,14,4,3/16/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
980,92,14,7/14/2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
981,48,10,5/13/2023,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
982,63,7,11/28/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
983,31,19,5/28/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
984,88,11,8/23/2023,3,"The product is okay, but the  instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
985,78,11,10/23/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
986,20,7,11/30/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
987,37,16,9/15/2024,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
988,14,14,4/6/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
989,93,19,6/11/2023,4,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
990,7,4,5/5/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
991,97,18,3/10/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
992,77,2,8/16/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
993,27,12,1/10/2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
994,62,5,11/27/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
995,17,8,7/29/2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
996,85,10,1/5/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
997,82,1,10/3/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
998,34,11,5/18/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
999,37,8,5/28/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1000,86,12,11/17/2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1001,72,13,12/6/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1002,25,15,5/15/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1003,14,16,3/31/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1004,53,10,1/14/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1005,82,17,10/23/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1006,87,2,6/14/2023,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1007,49,9,2/15/2024,5,Amazing value  for the price.,0.7351,Positive,0.5 to 1.0
1008,60,13,9/5/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1009,31,3,11/21/2025,2,"The product is okay, but the instructions were  unclear.",-0.2617,Negative,-0.49 to 0.0
1010,3,3,5/17/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1011,80,19,10/11/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1012,26,3,2/25/2025,2,Not  worth the money.,-0.1695,Negative,-0.49 to 0.0
1013,32,8,7/12/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1014,81,20,4/16/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1015,25,2,3/5/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1016,30,16,8/27/2025,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1017,84,13,5/26/2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1018,44,20,7/29/2024,2,Not worth  the money.,-0.1695,Negative,-0.49 to 0.0
1019,25,12,7/12/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1020,100,5,9/2/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1021,49,20,3/16/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1022,71,5,1/23/2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1023,77,18,10/19/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1024,85,19,11/5/2025,3,Shipping was fast and the item was well-packaged.,0,Neutral,0.0 to 0.49
1025,31,16,2/17/2025,3,"Good quality, but could  be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1026,90,12,11/10/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1027,22,14,7/20/2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1028,66,3,4/17/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1029,66,6,11/14/2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1030,46,16,10/2/2024,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1031,28,1,5/22/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1032,46,17,6/3/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1033,74,11,2/16/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1034,34,19,2/4/2024,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1035,77,9,11/25/2023,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1036,24,7,8/16/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
1037,66,16,5/20/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1038,22,13,5/28/2024,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1039,15,1,11/25/2024,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
1040,100,19,3/2/2024,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
1041,19,18,4/14/2024,4,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1042,68,1,10/6/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1043,29,12,1/6/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1044,79,1,3/22/2024,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1045,33,19,12/14/2024,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1046,45,8,5/17/2025,1,The product arrived late.,0,Negative,0.0 to 0.49
1047,6,5,10/9/2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1048,25,17,11/18/2025,3,Customer support was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
1049,50,2,5/26/2023,5,Five stars for  the quick delivery.,0,Positive,0.0 to 0.49
1050,83,8,6/14/2024,5,"Excellent product, highly  recommend!",0.7773,Positive,0.5 to 1.0
1051,63,5,3/16/2024,2,The product arrived late.,0,Negative,0.0 to 0.49
1052,55,5,8/14/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1053,6,16,2/29/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1054,82,17,3/27/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1055,17,7,10/18/2024,3,"Average experience,  nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1056,68,17,9/14/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1057,49,17,9/13/2024,3,Shipping was fast and the item was well-packaged.,0,Neutral,0.0 to 0.49
1058,32,16,11/16/2024,3,"Great purchase, very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
1059,67,2,12/23/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1060,15,10,5/5/2023,3,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1061,64,7,12/17/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1062,93,13,11/21/2023,5,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
1063,5,6,9/21/2025,4,"Good quality,  but could be cheaper.",0.2382,Positive,0.0 to 0.49
1064,32,16,9/2/2024,3,"The  product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1065,33,9,3/21/2023,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1066,81,6,8/29/2025,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
1067,50,7,5/9/2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
1068,61,15,8/16/2025,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
1069,84,9,3/5/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1070,23,20,8/16/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1071,23,7,9/16/2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1072,51,2,2/15/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1073,30,10,9/22/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1074,21,13,4/7/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1075,52,9,7/25/2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1076,22,9,10/29/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1077,95,14,4/18/2025,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
1078,8,2,12/15/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1079,73,16,6/19/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1080,86,16,5/27/2025,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
1081,91,5,7/31/2023,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1082,87,13,2/9/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1083,40,6,4/2/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1084,99,12,10/29/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1085,46,6,7/2/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1086,47,11,4/7/2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1087,35,10,7/27/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1088,55,13,5/5/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1089,54,12,4/12/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1090,3,14,1/9/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1091,72,2,1/28/2024,2,The product  arrived late.,0,Negative,0.0 to 0.49
1092,82,5,2/16/2023,4,Five stars  for the quick delivery.,0,Positive,0.0 to 0.49
1093,25,8,10/24/2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1094,48,11,7/4/2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1095,31,15,9/23/2024,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
1096,82,13,11/17/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1097,47,12,10/15/2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1098,62,15,4/2/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1099,90,12,3/17/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1100,88,14,8/13/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1101,58,13,1/9/2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1102,35,12,2/1/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1103,39,5,5/12/2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1104,39,6,8/6/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1105,20,16,3/19/2023,3,"Good  quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1106,37,5,1/29/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1107,51,14,3/27/2024,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1108,50,3,5/3/2023,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
1109,22,18,6/9/2023,5,"Excellent product,  highly recommend!",0.7773,Positive,0.5 to 1.0
1110,38,8,4/26/2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1111,91,16,1/25/2024,3,"Good quality,  but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1112,40,1,6/7/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1113,28,3,11/23/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1114,56,15,6/14/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1115,82,4,10/12/2023,3,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1116,52,5,5/22/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1117,74,11,9/12/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1118,50,16,5/15/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1119,99,4,1/19/2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1120,4,17,9/30/2024,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1121,23,20,6/25/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1122,78,19,12/3/2023,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1123,68,20,6/2/2024,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1124,6,9,10/22/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1125,100,12,7/20/2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
1126,10,19,3/19/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1127,82,15,1/6/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1128,77,6,2/11/2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1129,80,10,11/6/2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1130,88,13,12/30/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1131,97,2,6/2/2025,5,The build  quality is impressive.,0.5106,Positive,0.5 to 1.0
1132,68,9,12/22/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1133,46,19,9/12/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1134,29,8,6/16/2024,5,The  build quality is impressive.,0.5106,Positive,0.5 to 1.0
1135,77,12,10/26/2024,1,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1136,62,8,3/2/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1137,73,5,1/19/2025,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
1138,81,4,12/23/2024,3,The quality is top-notch.,0,Neutral,0.0 to 0.49
1139,18,5,2/28/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1140,28,12,3/7/2023,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
1141,24,17,4/1/2023,5,Customer  support was very helpful.,0.6997,Positive,0.5 to 1.0
1142,4,2,4/24/2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1143,75,18,8/9/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1144,24,8,1/29/2024,5,The build quality  is impressive.,0.5106,Positive,0.5 to 1.0
1145,61,8,2/25/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1146,88,15,2/10/2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1147,79,5,5/9/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1148,94,2,10/11/2024,4,"Good quality, but  could be cheaper.",0.2382,Positive,0.0 to 0.49
1149,67,13,12/24/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1150,90,3,2/19/2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1151,46,15,1/19/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1152,23,14,11/5/2025,3,Customer  support was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
1153,53,10,6/17/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1154,9,19,7/9/2023,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
1155,1,12,1/9/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1156,79,18,6/16/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1157,13,12,7/16/2025,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
1158,99,20,7/29/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1159,59,9,1/29/2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1160,97,7,12/26/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1161,10,19,1/1/2023,5,Shipping was fast and the  item was well-packaged.,0,Positive,0.0 to 0.49
1162,55,10,6/8/2024,2,The product arrived late.,0,Negative,0.0 to 0.49
1163,15,11,10/4/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1164,69,3,1/4/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1165,20,12,2/6/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1166,63,15,11/10/2024,5,The build quality  is impressive.,0.5106,Positive,0.5 to 1.0
1167,50,19,8/21/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1168,93,16,9/21/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1169,97,19,6/24/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1170,78,4,12/19/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1171,49,4,1/12/2024,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1172,33,15,4/3/2025,5,The  build quality is impressive.,0.5106,Positive,0.5 to 1.0
1173,76,3,8/9/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1174,69,3,8/24/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1175,78,6,7/4/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1176,74,15,5/27/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1177,45,10,12/28/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
